"Année","Grande région","Domaine d'activité","Niveau de qualification","Homme","Femme"
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 4",6383,5655
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8353,6083
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 3",6581,4875
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 1+2",6782,4258
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 3",5417,4108
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 4",4392,3869
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 1+2",8193,6872
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 3",6546,5493
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 4",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 1+2",7978,6667
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 3",6813,5602
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 4",X,4924
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7268,5778
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 3",6134,4972
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",6066,4933
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 3",5159,4496
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 4",4912,4498
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 1+2",6705,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 3",6466,6249
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 4",5240( ),X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",6929,6073
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5850,5209
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4674,4497
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3619
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3572
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 4",X,3811
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 1+2",5413,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 3",5357,4366
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 4",4329,3979
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 1+2",8807,7458
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 3",6842,5769
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 4",X,X
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4671,4018
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4048,3710
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3515,3546
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6232,5993
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 3",4849,4978
"2006","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 4",2773,3985
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6067,4345
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5410,4322
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4875,3749
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 1+2",5823,4165
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 3",5224,4202
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 4",4724,3713
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 1+2",5904,5064
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 3",5240,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 4",4950,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6648,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 3",5850,4767
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 4",5080,3855
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 1+2",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 3",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 4",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 1+2",8441,6211
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 3",5522,4850
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 4",4476,4002
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",10490,8272
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",6144,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 1+2",9287,6604
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 3",6483,5638
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 4",X,4857
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 1+2",7099,6127
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 3",5552,5547
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 4",X,4808
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 1+2",7819,5850
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 3",6000,5220
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 4",5284,4514
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 1+2",8030,7047
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 3",5511,6032
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 4",4830,4131
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 1+2",9176,7324
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 3",6515,5697
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 4",X,4571
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",9123,6516
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 3",6499,5525
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 1+2",7183,4882
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 3",5296,4221
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 4",4376,3952
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 1+2",9023,8128
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 3",7021,5251
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 4",3775,4069
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 1+2",8971,7429
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 3",6836,5400
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 4",X,4655
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7377,5663
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 3",6003,4934
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5302,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 3",5229,4506
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 4",4815,4042
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 1+2",8629,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 3",6420,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 4",5324,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7964,6235
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5886,5166
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4565,4457
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3442
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 4",X,4400
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 1+2",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 3",4825,4022
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 4",4131,4010
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 1+2",8372,7763
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 3",6780,6203
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 4",X,X
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4653,4569
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4167,3933
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3647,3714
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",7549,8048
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 3",5872,5140
"2006","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 4",4084,4132
"2006","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",5346,4799
"2006","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5083,4044
"2006","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4525,2828
"2006","Tessin (TI)","Fabrication et transformation de produits","Niveau 1+2",5293,4100
"2006","Tessin (TI)","Fabrication et transformation de produits","Niveau 3",4740,3900
"2006","Tessin (TI)","Fabrication et transformation de produits","Niveau 4",4000,2825
"2006","Tessin (TI)","Activités de la construction","Niveau 1+2",5420,X
"2006","Tessin (TI)","Activités de la construction","Niveau 3",5144,X
"2006","Tessin (TI)","Activités de la construction","Niveau 4",5098,X
"2006","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 1+2",5240,X
"2006","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 3",5451,X
"2006","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 4",4854,3792
"2006","Tessin (TI)","Restauration, arts manuels","Niveau 1+2",X,X
"2006","Tessin (TI)","Restauration, arts manuels","Niveau 3",X,X
"2006","Tessin (TI)","Restauration, arts manuels","Niveau 4",X,X
"2006","Tessin (TI)","SERVICES","Niveau 1+2",7583,5315
"2006","Tessin (TI)","SERVICES","Niveau 3",5436,4678
"2006","Tessin (TI)","SERVICES","Niveau 4",4133,3728
"2006","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",9883,7410
"2006","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",X,X
"2006","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2006","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 1+2",7949,5302
"2006","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 3",5896,4953
"2006","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 4",5023,3984
"2006","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 1+2",6424,5000
"2006","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 3",5912,4860
"2006","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 4",4983,4386
"2006","Tessin (TI)","Autres activités commerciales et administratives","Niveau 1+2",8088,5417
"2006","Tessin (TI)","Autres activités commerciales et administratives","Niveau 3",5631,4992
"2006","Tessin (TI)","Autres activités commerciales et administratives","Niveau 4",4627,4334
"2006","Tessin (TI)","Logistique, tâches d'état-major","Niveau 1+2",7206,X
"2006","Tessin (TI)","Logistique, tâches d'état-major","Niveau 3",5297,4658
"2006","Tessin (TI)","Logistique, tâches d'état-major","Niveau 4",4300,X
"2006","Tessin (TI)","Expertises, conseils, vente","Niveau 1+2",10503,7529
"2006","Tessin (TI)","Expertises, conseils, vente","Niveau 3",7619,5690
"2006","Tessin (TI)","Expertises, conseils, vente","Niveau 4",5431,6016
"2006","Tessin (TI)","Achat et vente de produits de base et d'équipement","Niveau 1+2",7784,X
"2006","Tessin (TI)","Achat et vente de produits de base et d'équipement","Niveau 3",5149,X
"2006","Tessin (TI)","Achat et vente de produits de base et d'équipement","Niveau 4",X,X
"2006","Tessin (TI)","Vente de biens de consommation, vente au détail","Niveau 1+2",6085,4225
"2006","Tessin (TI)","Vente de biens de consommation, vente au détail","Niveau 3",4706,3798
"2006","Tessin (TI)","Vente de biens de consommation, vente au détail","Niveau 4",3901,3523
"2006","Tessin (TI)","Recherche et développement","Niveau 1+2",7558,6591
"2006","Tessin (TI)","Recherche et développement","Niveau 3",5633,X
"2006","Tessin (TI)","Recherche et développement","Niveau 4",X,X
"2006","Tessin (TI)","Analyse, programmation, 'operating'","Niveau 1+2",8636,X
"2006","Tessin (TI)","Analyse, programmation, 'operating'","Niveau 3",6683,5819
"2006","Tessin (TI)","Analyse, programmation, 'operating'","Niveau 4",X,X
"2006","Tessin (TI)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7212,X
"2006","Tessin (TI)","Planifier, construire, réaliser, dessiner","Niveau 3",5602,X
"2006","Tessin (TI)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2006","Tessin (TI)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5212,X
"2006","Tessin (TI)","Transp. de personnes et de marchandises, communications","Niveau 3",5472,4680
"2006","Tessin (TI)","Transp. de personnes et de marchandises, communications","Niveau 4",4913,4379
"2006","Tessin (TI)","Services de sécurité, de surveillance","Niveau 1+2",8235,X
"2006","Tessin (TI)","Services de sécurité, de surveillance","Niveau 3",6579,X
"2006","Tessin (TI)","Services de sécurité, de surveillance","Niveau 4",4582,X
"2006","Tessin (TI)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7773,6038
"2006","Tessin (TI)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6036,5234
"2006","Tessin (TI)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4796,4760
"2006","Tessin (TI)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,X
"2006","Tessin (TI)","Soins corporels, nettoyage des vétements","Niveau 3",X,3048
"2006","Tessin (TI)","Soins corporels, nettoyage des vétements","Niveau 4",X,3136
"2006","Tessin (TI)","Nettoyage et hygiéne publique","Niveau 1+2",X,X
"2006","Tessin (TI)","Nettoyage et hygiéne publique","Niveau 3",X,X
"2006","Tessin (TI)","Nettoyage et hygiéne publique","Niveau 4",3773,3169
"2006","Tessin (TI)","Activités pédagogiques","Niveau 1+2",7010,5500
"2006","Tessin (TI)","Activités pédagogiques","Niveau 3",6626,6526
"2006","Tessin (TI)","Activités pédagogiques","Niveau 4",X,X
"2006","Tessin (TI)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4416,3980
"2006","Tessin (TI)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",3937,3512
"2006","Tessin (TI)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3488,3366
"2006","Tessin (TI)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6886( ),5151
"2006","Tessin (TI)","Culture, information, sport, loisirs et divertissements","Niveau 3",5443,4875
"2006","Tessin (TI)","Culture, information, sport, loisirs et divertissements","Niveau 4",X,4127
"2008","Région lémanique (VD, VS, GE)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6147,5928
"2008","Région lémanique (VD, VS, GE)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5875,5200
"2008","Région lémanique (VD, VS, GE)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",5320,4301
"2008","Région lémanique (VD, VS, GE)","Fabrication et transformation de produits","Niveau 1+2",6344,6237
"2008","Région lémanique (VD, VS, GE)","Fabrication et transformation de produits","Niveau 3",5983,4983
"2008","Région lémanique (VD, VS, GE)","Fabrication et transformation de produits","Niveau 4",5406,4291
"2008","Région lémanique (VD, VS, GE)","Activités de la construction","Niveau 1+2",5961,5437
"2008","Région lémanique (VD, VS, GE)","Activités de la construction","Niveau 3",5673,5741
"2008","Région lémanique (VD, VS, GE)","Activités de la construction","Niveau 4",5186,3699
"2008","Région lémanique (VD, VS, GE)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6456,X
"2008","Région lémanique (VD, VS, GE)","Mise en service, réglage et maintenance de machines","Niveau 3",6249,6192
"2008","Région lémanique (VD, VS, GE)","Mise en service, réglage et maintenance de machines","Niveau 4",5577,4781
"2008","Région lémanique (VD, VS, GE)","Restauration, arts manuels","Niveau 1+2",5813,X
"2008","Région lémanique (VD, VS, GE)","Restauration, arts manuels","Niveau 3",5818,4190
"2008","Région lémanique (VD, VS, GE)","Restauration, arts manuels","Niveau 4",5222,3723
"2008","Région lémanique (VD, VS, GE)","SERVICES","Niveau 1+2",9563,7073
"2008","Région lémanique (VD, VS, GE)","SERVICES","Niveau 3",6500,5666
"2008","Région lémanique (VD, VS, GE)","SERVICES","Niveau 4",4563,4164
"2008","Région lémanique (VD, VS, GE)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",12448,9686
"2008","Région lémanique (VD, VS, GE)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",9460,7834
"2008","Région lémanique (VD, VS, GE)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2008","Région lémanique (VD, VS, GE)","Comptabilité, gestion du personnel","Niveau 1+2",10805,7516
"2008","Région lémanique (VD, VS, GE)","Comptabilité, gestion du personnel","Niveau 3",8130,6717
"2008","Région lémanique (VD, VS, GE)","Comptabilité, gestion du personnel","Niveau 4",5967,5955
"2008","Région lémanique (VD, VS, GE)","Secrétariat, travaux de chancellerie","Niveau 1+2",9718,6403
"2008","Région lémanique (VD, VS, GE)","Secrétariat, travaux de chancellerie","Niveau 3",7904,6094
"2008","Région lémanique (VD, VS, GE)","Secrétariat, travaux de chancellerie","Niveau 4",6137,5647
"2008","Région lémanique (VD, VS, GE)","Autres activités commerciales et administratives","Niveau 1+2",8787,6825
"2008","Région lémanique (VD, VS, GE)","Autres activités commerciales et administratives","Niveau 3",7396,6300
"2008","Région lémanique (VD, VS, GE)","Autres activités commerciales et administratives","Niveau 4",5809,5451
"2008","Région lémanique (VD, VS, GE)","Logistique, tâches d'état-major","Niveau 1+2",9450,8845
"2008","Région lémanique (VD, VS, GE)","Logistique, tâches d'état-major","Niveau 3",7388,7322
"2008","Région lémanique (VD, VS, GE)","Logistique, tâches d'état-major","Niveau 4",5196,5445
"2008","Région lémanique (VD, VS, GE)","Expertises, conseils, vente","Niveau 1+2",13008,9295
"2008","Région lémanique (VD, VS, GE)","Expertises, conseils, vente","Niveau 3",9139,7035
"2008","Région lémanique (VD, VS, GE)","Expertises, conseils, vente","Niveau 4",6623,6024
"2008","Région lémanique (VD, VS, GE)","Achat et vente de produits de base et d'équipement","Niveau 1+2",10073,7483
"2008","Région lémanique (VD, VS, GE)","Achat et vente de produits de base et d'équipement","Niveau 3",7150,7219
"2008","Région lémanique (VD, VS, GE)","Achat et vente de produits de base et d'équipement","Niveau 4",4822,4160
"2008","Région lémanique (VD, VS, GE)","Vente de biens de consommation, vente au détail","Niveau 1+2",6457,4865
"2008","Région lémanique (VD, VS, GE)","Vente de biens de consommation, vente au détail","Niveau 3",4938,4334
"2008","Région lémanique (VD, VS, GE)","Vente de biens de consommation, vente au détail","Niveau 4",4064,3805
"2008","Région lémanique (VD, VS, GE)","Recherche et développement","Niveau 1+2",10666,8628
"2008","Région lémanique (VD, VS, GE)","Recherche et développement","Niveau 3",8102,6749
"2008","Région lémanique (VD, VS, GE)","Recherche et développement","Niveau 4",6387,5250
"2008","Région lémanique (VD, VS, GE)","Analyse, programmation, 'operating'","Niveau 1+2",10317,9200
"2008","Région lémanique (VD, VS, GE)","Analyse, programmation, 'operating'","Niveau 3",8500,7897
"2008","Région lémanique (VD, VS, GE)","Analyse, programmation, 'operating'","Niveau 4",7768,5800
"2008","Région lémanique (VD, VS, GE)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7824,6608
"2008","Région lémanique (VD, VS, GE)","Planifier, construire, réaliser, dessiner","Niveau 3",6341,5673
"2008","Région lémanique (VD, VS, GE)","Planifier, construire, réaliser, dessiner","Niveau 4",5449,X
"2008","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 1+2",6900,6206
"2008","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 3",5478,5415
"2008","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 4",5068,4896
"2008","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 1+2",8608,X
"2008","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 3",6671,5827
"2008","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 4",4848,4571
"2008","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",8010,7062
"2008","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6379,5624
"2008","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4889,4805
"2008","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3700
"2008","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 3",X,3467
"2008","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 4",3487,3611
"2008","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 1+2",5707,4694
"2008","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 3",5109,4536
"2008","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 4",4360,3849
"2008","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 1+2",8000,7384
"2008","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 3",6933,6024
"2008","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 4",4755,4367
"2008","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5095,4230
"2008","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4496,4000
"2008","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3817,3660
"2008","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",7537,6839
