"Année","Grande région","Domaine d'activité","Niveau de qualification","Homme","Femme"
"2004","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 3",5541,5339
"2004","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 4",4776,4767
"2004","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 1+2",8155,X
"2004","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 3",6313,5167
"2004","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 4",4659,4713
"2004","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7487,6722
"2004","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6002,5647
"2004","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4546,4499
"2004","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3535
"2004","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 3",3810,3417
"2004","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 4",X,3327
"2004","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 1+2",4792,X
"2004","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 3",4776,3740
"2004","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 4",3928,3628
"2004","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 1+2",8307,7692
"2004","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 3",5903,6057
"2004","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 4",4179,4031
"2004","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4927,4392
"2004","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4322,3835
"2004","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3603,3511
"2004","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",7035,6519
"2004","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 3",6130,5646
"2004","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 4",3765,4230
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",5904,4704
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5417,4415
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4782,3878
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Fabrication et transformation de produits","Niveau 1+2",5886,4526
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Fabrication et transformation de produits","Niveau 3",5336,4334
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Fabrication et transformation de produits","Niveau 4",4662,3843
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de la construction","Niveau 1+2",5776,4929
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de la construction","Niveau 3",5262,4690
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de la construction","Niveau 4",4806,4331
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6099,5045
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Mise en service, réglage et maintenance de machines","Niveau 3",5803,5194
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Mise en service, réglage et maintenance de machines","Niveau 4",5180,4097
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Restauration, arts manuels","Niveau 1+2",5238,X
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Restauration, arts manuels","Niveau 3",X,X
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Restauration, arts manuels","Niveau 4",X,X
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","SERVICES","Niveau 1+2",8037,5933
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","SERVICES","Niveau 3",5769,4879
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","SERVICES","Niveau 4",4502,3947
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",9840,7398
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",7266,4924
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Comptabilité, gestion du personnel","Niveau 1+2",8667,6231
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Comptabilité, gestion du personnel","Niveau 3",6400,5560
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Comptabilité, gestion du personnel","Niveau 4",5279,4513
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Secrétariat, travaux de chancellerie","Niveau 1+2",6738,5485
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Secrétariat, travaux de chancellerie","Niveau 3",6170,5221
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Secrétariat, travaux de chancellerie","Niveau 4",5487,4901
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Autres activités commerciales et administratives","Niveau 1+2",7522,5666
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Autres activités commerciales et administratives","Niveau 3",6002,5277
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Autres activités commerciales et administratives","Niveau 4",5275,4649
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Logistique, tâches d'état-major","Niveau 1+2",8617,7811
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Logistique, tâches d'état-major","Niveau 3",6667,5837
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Logistique, tâches d'état-major","Niveau 4",4880,4176
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Expertises, conseils, vente","Niveau 1+2",8963,7256
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Expertises, conseils, vente","Niveau 3",6658,5404
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Expertises, conseils, vente","Niveau 4",4891,4333
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8094,4881
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Achat et vente de produits de base et d'équipement","Niveau 3",6418,4573
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Achat et vente de produits de base et d'équipement","Niveau 4",4409,3842
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Vente de biens de consommation, vente au détail","Niveau 1+2",6536,4416
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Vente de biens de consommation, vente au détail","Niveau 3",4864,4013
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Vente de biens de consommation, vente au détail","Niveau 4",4060,3695
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Recherche et développement","Niveau 1+2",8342,7434
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Recherche et développement","Niveau 3",6581,5633
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Recherche et développement","Niveau 4",X,5080
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Analyse, programmation, 'operating'","Niveau 1+2",8771,7795
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Analyse, programmation, 'operating'","Niveau 3",6941,6030
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Analyse, programmation, 'operating'","Niveau 4",5459,5047
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7160,5868
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Planifier, construire, réaliser, dessiner","Niveau 3",5985,5001
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Planifier, construire, réaliser, dessiner","Niveau 4",5307,4388
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5213,4683
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Transp. de personnes et de marchandises, communications","Niveau 3",5469,4945
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Transp. de personnes et de marchandises, communications","Niveau 4",5066,4514
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Services de sécurité, de surveillance","Niveau 1+2",8333,X
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Services de sécurité, de surveillance","Niveau 3",6287,X
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Services de sécurité, de surveillance","Niveau 4",4333,4333
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7485,6092
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6001,5350
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4655,4473
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3429
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Soins corporels, nettoyage des vétements","Niveau 3",X,3576
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Soins corporels, nettoyage des vétements","Niveau 4",X,3502
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Nettoyage et hygiéne publique","Niveau 1+2",4940,4127
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Nettoyage et hygiéne publique","Niveau 3",5220,4293
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Nettoyage et hygiéne publique","Niveau 4",3698,3690
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités pédagogiques","Niveau 1+2",7880,6560
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités pédagogiques","Niveau 3",6173,5464
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités pédagogiques","Niveau 4",X,3692
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4960,4133
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4167,3924
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3637,3665
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",7717,6088
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Culture, information, sport, loisirs et divertissements","Niveau 3",5914,4922
"2004","Espace Mittelland (BE, FR, SO, NE, JU)","Culture, information, sport, loisirs et divertissements","Niveau 4",4506,4583
"2004","Suisse du Nord-Ouest (BS, BL, AG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6242,5064
"2004","Suisse du Nord-Ouest (BS, BL, AG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5558,4544
"2004","Suisse du Nord-Ouest (BS, BL, AG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4830,3836
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Fabrication et transformation de produits","Niveau 1+2",6368,4894
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Fabrication et transformation de produits","Niveau 3",5522,4485
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Fabrication et transformation de produits","Niveau 4",4764,3818
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités de la construction","Niveau 1+2",6120,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités de la construction","Niveau 3",5403,4573
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités de la construction","Niveau 4",4833,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6271,5072
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Mise en service, réglage et maintenance de machines","Niveau 3",5923,4811
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Mise en service, réglage et maintenance de machines","Niveau 4",5170,3984
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Restauration, arts manuels","Niveau 1+2",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Restauration, arts manuels","Niveau 3",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Restauration, arts manuels","Niveau 4",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","SERVICES","Niveau 1+2",8489,6345
"2004","Suisse du Nord-Ouest (BS, BL, AG)","SERVICES","Niveau 3",6019,5096
"2004","Suisse du Nord-Ouest (BS, BL, AG)","SERVICES","Niveau 4",4569,3987
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",11112,9004
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",6912,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Comptabilité, gestion du personnel","Niveau 1+2",8976,6815
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Comptabilité, gestion du personnel","Niveau 3",6891,5726
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Comptabilité, gestion du personnel","Niveau 4",X,5308
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Secrétariat, travaux de chancellerie","Niveau 1+2",6934,5783
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Secrétariat, travaux de chancellerie","Niveau 3",5939,5716
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Secrétariat, travaux de chancellerie","Niveau 4",5479,5157
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Autres activités commerciales et administratives","Niveau 1+2",7870,5976
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Autres activités commerciales et administratives","Niveau 3",6101,5159
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Autres activités commerciales et administratives","Niveau 4",5157,4838
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Logistique, tâches d'état-major","Niveau 1+2",8071,6810
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Logistique, tâches d'état-major","Niveau 3",6229,5827
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Logistique, tâches d'état-major","Niveau 4",5012,4281
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Expertises, conseils, vente","Niveau 1+2",9425,7656
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Expertises, conseils, vente","Niveau 3",6666,5683
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Expertises, conseils, vente","Niveau 4",X,4691
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8285,6483
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Achat et vente de produits de base et d'équipement","Niveau 3",6500,5360
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Vente de biens de consommation, vente au détail","Niveau 1+2",7054,4444
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Vente de biens de consommation, vente au détail","Niveau 3",5571,4176
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Vente de biens de consommation, vente au détail","Niveau 4",4235,3805
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Recherche et développement","Niveau 1+2",9506,9586
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Recherche et développement","Niveau 3",7333,7009
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Recherche et développement","Niveau 4",6650,6392
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Analyse, programmation, 'operating'","Niveau 1+2",8810,8163
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Analyse, programmation, 'operating'","Niveau 3",7063,6137
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Analyse, programmation, 'operating'","Niveau 4",6340,5093
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7959,6392
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Planifier, construire, réaliser, dessiner","Niveau 3",6448,5073
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5365,4816
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Transp. de personnes et de marchandises, communications","Niveau 3",5455,4756
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Transp. de personnes et de marchandises, communications","Niveau 4",4839,4228
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Services de sécurité, de surveillance","Niveau 1+2",8201,5715
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Services de sécurité, de surveillance","Niveau 3",6890,6204
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Services de sécurité, de surveillance","Niveau 4",5285,4656
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",6952,6174
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5403,5159
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4554,4350
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3556
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3415
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Soins corporels, nettoyage des vétements","Niveau 4",X,3553
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Nettoyage et hygiéne publique","Niveau 1+2",5352,4676
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Nettoyage et hygiéne publique","Niveau 3",5701,4075
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Nettoyage et hygiéne publique","Niveau 4",4024,3730
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités pédagogiques","Niveau 1+2",7769,6655
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités pédagogiques","Niveau 3",6785,5343
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités pédagogiques","Niveau 4",X,X
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5194,4287
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4230,3910
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3557,3725
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",7714,5675
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Culture, information, sport, loisirs et divertissements","Niveau 3",5968,5300
"2004","Suisse du Nord-Ouest (BS, BL, AG)","Culture, information, sport, loisirs et divertissements","Niveau 4",3756,3954
"2004","Zurich (ZH)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6580,5333
"2004","Zurich (ZH)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5690,4588
"2004","Zurich (ZH)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4901,4035
"2004","Zurich (ZH)","Fabrication et transformation de produits","Niveau 1+2",6429,5031
"2004","Zurich (ZH)","Fabrication et transformation de produits","Niveau 3",5587,4446
"2004","Zurich (ZH)","Fabrication et transformation de produits","Niveau 4",4798,4004
"2004","Zurich (ZH)","Activités de la construction","Niveau 1+2",6642,6067
"2004","Zurich (ZH)","Activités de la construction","Niveau 3",5579,5132
"2004","Zurich (ZH)","Activités de la construction","Niveau 4",4921,4550
"2004","Zurich (ZH)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6649,5850
"2004","Zurich (ZH)","Mise en service, réglage et maintenance de machines","Niveau 3",5984,5100
"2004","Zurich (ZH)","Mise en service, réglage et maintenance de machines","Niveau 4",5185,4435
"2004","Zurich (ZH)","Restauration, arts manuels","Niveau 1+2",X,X
"2004","Zurich (ZH)","Restauration, arts manuels","Niveau 3",4894,X
"2004","Zurich (ZH)","Restauration, arts manuels","Niveau 4",X,X
"2004","Zurich (ZH)","SERVICES","Niveau 1+2",9286,6931
"2004","Zurich (ZH)","SERVICES","Niveau 3",5863,4996
"2004","Zurich (ZH)","SERVICES","Niveau 4",4530,4060
"2004","Zurich (ZH)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",12252,9200
"2004","Zurich (ZH)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",8125,6290
"2004","Zurich (ZH)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2004","Zurich (ZH)","Comptabilité, gestion du personnel","Niveau 1+2",9990,7660
"2004","Zurich (ZH)","Comptabilité, gestion du personnel","Niveau 3",6786,5937
"2004","Zurich (ZH)","Comptabilité, gestion du personnel","Niveau 4",4875,4790
"2004","Zurich (ZH)","Secrétariat, travaux de chancellerie","Niveau 1+2",7579,6547
"2004","Zurich (ZH)","Secrétariat, travaux de chancellerie","Niveau 3",5889,5821
"2004","Zurich (ZH)","Secrétariat, travaux de chancellerie","Niveau 4",5238,5147
"2004","Zurich (ZH)","Autres activités commerciales et administratives","Niveau 1+2",8342,6650
"2004","Zurich (ZH)","Autres activités commerciales et administratives","Niveau 3",6424,5469
"2004","Zurich (ZH)","Autres activités commerciales et administratives","Niveau 4",5404,5094
"2004","Zurich (ZH)","Logistique, tâches d'état-major","Niveau 1+2",9167,8046
"2004","Zurich (ZH)","Logistique, tâches d'état-major","Niveau 3",6257,5608
"2004","Zurich (ZH)","Logistique, tâches d'état-major","Niveau 4",4810,4407
"2004","Zurich (ZH)","Expertises, conseils, vente","Niveau 1+2",10308,8015
"2004","Zurich (ZH)","Expertises, conseils, vente","Niveau 3",6627,5770
"2004","Zurich (ZH)","Expertises, conseils, vente","Niveau 4",5637,5762
"2004","Zurich (ZH)","Achat et vente de produits de base et d'équipement","Niveau 1+2",9070,7081
"2004","Zurich (ZH)","Achat et vente de produits de base et d'équipement","Niveau 3",6776,5525
"2004","Zurich (ZH)","Achat et vente de produits de base et d'équipement","Niveau 4",5200,4155
"2004","Zurich (ZH)","Vente de biens de consommation, vente au détail","Niveau 1+2",7226,4968
"2004","Zurich (ZH)","Vente de biens de consommation, vente au détail","Niveau 3",4825,3960
"2004","Zurich (ZH)","Vente de biens de consommation, vente au détail","Niveau 4",4165,3932
"2004","Zurich (ZH)","Recherche et développement","Niveau 1+2",8883,7381
"2004","Zurich (ZH)","Recherche et développement","Niveau 3",7116,5672
"2004","Zurich (ZH)","Recherche et développement","Niveau 4",X,X
"2004","Zurich (ZH)","Analyse, programmation, 'operating'","Niveau 1+2",9490,8796
"2004","Zurich (ZH)","Analyse, programmation, 'operating'","Niveau 3",7338,6440
"2004","Zurich (ZH)","Analyse, programmation, 'operating'","Niveau 4",6048,5146
"2004","Zurich (ZH)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7619,5984
"2004","Zurich (ZH)","Planifier, construire, réaliser, dessiner","Niveau 3",6500,5033
"2004","Zurich (ZH)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2004","Zurich (ZH)","Transp. de personnes et de marchandises, communications","Niveau 1+2",6694,5633
"2004","Zurich (ZH)","Transp. de personnes et de marchandises, communications","Niveau 3",5489,4922
"2004","Zurich (ZH)","Transp. de personnes et de marchandises, communications","Niveau 4",5090,4719
"2004","Zurich (ZH)","Services de sécurité, de surveillance","Niveau 1+2",12227,X
"2004","Zurich (ZH)","Services de sécurité, de surveillance","Niveau 3",4968,4723
"2004","Zurich (ZH)","Services de sécurité, de surveillance","Niveau 4",4337,X
"2004","Zurich (ZH)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7476,6500
"2004","Zurich (ZH)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6410,5610
"2004","Zurich (ZH)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4652,4689
"2004","Zurich (ZH)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3910
"2004","Zurich (ZH)","Soins corporels, nettoyage des vétements","Niveau 3",X,3454
"2004","Zurich (ZH)","Soins corporels, nettoyage des vétements","Niveau 4",X,3462
"2004","Zurich (ZH)","Nettoyage et hygiéne publique","Niveau 1+2",5860,5071
"2004","Zurich (ZH)","Nettoyage et hygiéne publique","Niveau 3",5163,4267
"2004","Zurich (ZH)","Nettoyage et hygiéne publique","Niveau 4",4291,3671
"2004","Zurich (ZH)","Activités pédagogiques","Niveau 1+2",8115,7089
"2004","Zurich (ZH)","Activités pédagogiques","Niveau 3",6078,5469
"2004","Zurich (ZH)","Activités pédagogiques","Niveau 4",X,4690
"2004","Zurich (ZH)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5496,4697
"2004","Zurich (ZH)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4488,4226
"2004","Zurich (ZH)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3774,3859
"2004","Zurich (ZH)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",9380,8243
"2004","Zurich (ZH)","Culture, information, sport, loisirs et divertissements","Niveau 3",6914,6742
"2004","Zurich (ZH)","Culture, information, sport, loisirs et divertissements","Niveau 4",4412,4235
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6020,4606
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5293,4251
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4701,3689
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Fabrication et transformation de produits","Niveau 1+2",6053,4350
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Fabrication et transformation de produits","Niveau 3",5265,4194
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Fabrication et transformation de produits","Niveau 4",4655,3643
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de la construction","Niveau 1+2",5866,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de la construction","Niveau 3",5143,4531
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de la construction","Niveau 4",4722,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6190,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Mise en service, réglage et maintenance de machines","Niveau 3",5590,4466
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Mise en service, réglage et maintenance de machines","Niveau 4",4850,3905
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Restauration, arts manuels","Niveau 1+2",X,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Restauration, arts manuels","Niveau 3",X,X
"2004","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Restauration, arts manuels","Niveau 4",X,X
