"Année","Grande région","Classe de salaires nets","Taux d'occupation","Homme","Femme"
"2008","Zurich (ZH)","20001+ francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","0-  1000 francs","Temps partiel (< 90%)",20.2,24.4
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.8
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","1001-  2000 francs","Temps partiel (< 90%)",18.7,25.3
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","2001-  3000 francs","Plein temps (>= 90%)",1.3,8.3
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","2001-  3000 francs","Temps partiel (< 90%)",18.2,24.1
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","3001-  4000 francs","Plein temps (>= 90%)",9.9,35.5
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","3001-  4000 francs","Temps partiel (< 90%)",14.7,14.5
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","4001-  5000 francs","Plein temps (>= 90%)",29.7,28.8
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","4001-  5000 francs","Temps partiel (< 90%)",13.6,7.0
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","5001-  6000 francs","Plein temps (>= 90%)",24.9,13.9
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","5001-  6000 francs","Temps partiel (< 90%)",7.1,2.8
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","6001-  7000 francs","Plein temps (>= 90%)",13.9,6.4
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","6001-  7000 francs","Temps partiel (< 90%)",3.8,0.9
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","7001-  8000 francs","Plein temps (>= 90%)",7.6,2.8
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","7001-  8000 francs","Temps partiel (< 90%)",1.4,0.2
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","8001-  9000 francs","Plein temps (>= 90%)",4.2,1.4
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","8001-  9000 francs","Temps partiel (< 90%)",1.0,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","9001-10000 francs","Plein temps (>= 90%)",2.5,0.6
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","10001-11000 francs","Plein temps (>= 90%)",1.6,0.4
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","11001-12000 francs","Plein temps (>= 90%)",0.9,0.1
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","12001-13000 francs","Plein temps (>= 90%)",0.6,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","13001-14000 francs","Plein temps (>= 90%)",0.4,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","14001-15000 francs","Plein temps (>= 90%)",0.3,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","15001-16000 francs","Plein temps (>= 90%)",0.2,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","16001-17000 francs","Plein temps (>= 90%)",0.1,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","17001-18000 francs","Plein temps (>= 90%)",0.1,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","17001-18000 francs","Temps partiel (< 90%)",*,*
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","19001-20000 francs","Temps partiel (< 90%)",*,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","20001+ francs","Plein temps (>= 90%)",0.5,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","20001+ francs","Temps partiel (< 90%)",X,*
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","0-  1000 francs","Temps partiel (< 90%)",27.0,24.7
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.3
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","1001-  2000 francs","Temps partiel (< 90%)",17.4,24.9
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","2001-  3000 francs","Plein temps (>= 90%)",0.9,4.5
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","2001-  3000 francs","Temps partiel (< 90%)",14.5,22.2
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","3001-  4000 francs","Plein temps (>= 90%)",8.5,31.4
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","3001-  4000 francs","Temps partiel (< 90%)",14.7,14.0
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","4001-  5000 francs","Plein temps (>= 90%)",26.9,28.2
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","4001-  5000 francs","Temps partiel (< 90%)",10.5,8.0
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","5001-  6000 francs","Plein temps (>= 90%)",24.3,15.8
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","5001-  6000 francs","Temps partiel (< 90%)",7.0,3.5
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Plein temps (>= 90%)",13.6,8.5
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Temps partiel (< 90%)",3.9,1.4
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Plein temps (>= 90%)",8.1,4.1
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Temps partiel (< 90%)",1.8,0.5
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Plein temps (>= 90%)",5.1,2.2
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Temps partiel (< 90%)",1.2,0.2
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Plein temps (>= 90%)",3.3,1.5
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Plein temps (>= 90%)",2.1,0.7
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Plein temps (>= 90%)",1.4,0.4
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Plein temps (>= 90%)",1.0,0.3
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Plein temps (>= 90%)",0.6,0.3
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Plein temps (>= 90%)",0.5,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Plein temps (>= 90%)",0.3,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Temps partiel (< 90%)",X,*
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Plein temps (>= 90%)",0.3,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Plein temps (>= 90%)",0.2,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Temps partiel (< 90%)",*,*
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Plein temps (>= 90%)",1.3,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","0-  1000 francs","Plein temps (>= 90%)",X,*
"2008","Tessin (TI)","0-  1000 francs","Temps partiel (< 90%)",14.0,17.9
"2008","Tessin (TI)","1001-  2000 francs","Plein temps (>= 90%)",X,1.1
"2008","Tessin (TI)","1001-  2000 francs","Temps partiel (< 90%)",19.1,27.5
"2008","Tessin (TI)","2001-  3000 francs","Plein temps (>= 90%)",3.5,22.3
"2008","Tessin (TI)","2001-  3000 francs","Temps partiel (< 90%)",20.3,28.8
"2008","Tessin (TI)","3001-  4000 francs","Plein temps (>= 90%)",21.9,32.6
"2008","Tessin (TI)","3001-  4000 francs","Temps partiel (< 90%)",18.8,14.7
"2008","Tessin (TI)","4001-  5000 francs","Plein temps (>= 90%)",31.1,21.1
"2008","Tessin (TI)","4001-  5000 francs","Temps partiel (< 90%)",15.8,6.8
"2008","Tessin (TI)","5001-  6000 francs","Plein temps (>= 90%)",17.6,10.6
"2008","Tessin (TI)","5001-  6000 francs","Temps partiel (< 90%)",6.3,2.6
"2008","Tessin (TI)","6001-  7000 francs","Plein temps (>= 90%)",9.0,5.8
"2008","Tessin (TI)","6001-  7000 francs","Temps partiel (< 90%)",2.2,0.8
"2008","Tessin (TI)","7001-  8000 francs","Plein temps (>= 90%)",4.8,2.6
"2008","Tessin (TI)","7001-  8000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","8001-  9000 francs","Plein temps (>= 90%)",2.9,1.2
"2008","Tessin (TI)","8001-  9000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","9001-10000 francs","Plein temps (>= 90%)",2.2,0.7
"2008","Tessin (TI)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","10001-11000 francs","Plein temps (>= 90%)",1.3,X
"2008","Tessin (TI)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","11001-12000 francs","Plein temps (>= 90%)",1.0,X
"2008","Tessin (TI)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","12001-13000 francs","Plein temps (>= 90%)",0.6,X
"2008","Tessin (TI)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","13001-14000 francs","Plein temps (>= 90%)",0.5,X
"2008","Tessin (TI)","13001-14000 francs","Temps partiel (< 90%)",X,*
"2008","Tessin (TI)","14001-15000 francs","Plein temps (>= 90%)",0.5,X
"2008","Tessin (TI)","14001-15000 francs","Temps partiel (< 90%)",*,*
"2008","Tessin (TI)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2008","Tessin (TI)","15001-16000 francs","Temps partiel (< 90%)",*,*
"2008","Tessin (TI)","16001-17000 francs","Plein temps (>= 90%)",0.2,X
"2008","Tessin (TI)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2008","Tessin (TI)","17001-18000 francs","Plein temps (>= 90%)",X,X
"2008","Tessin (TI)","17001-18000 francs","Temps partiel (< 90%)",*,*
"2008","Tessin (TI)","18001-19000 francs","Plein temps (>= 90%)",0.2,X
"2008","Tessin (TI)","18001-19000 francs","Temps partiel (< 90%)",*,*
"2008","Tessin (TI)","19001-20000 francs","Plein temps (>= 90%)",X,X
"2008","Tessin (TI)","19001-20000 francs","Temps partiel (< 90%)",*,*
"2008","Tessin (TI)","20001+ francs","Plein temps (>= 90%)",1.2,X
"2008","Tessin (TI)","20001+ francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","0-  1000 francs","Temps partiel (< 90%)",24.2,18.2
"2010","Région lémanique (VD, VS, GE)","1001-  2000 francs","Plein temps (>= 90%)",0.3,0.5
"2010","Région lémanique (VD, VS, GE)","1001-  2000 francs","Temps partiel (< 90%)",21.1,20.0
"2010","Région lémanique (VD, VS, GE)","2001-  3000 francs","Plein temps (>= 90%)",1.1,4.2
"2010","Région lémanique (VD, VS, GE)","2001-  3000 francs","Temps partiel (< 90%)",17.5,22.8
"2010","Région lémanique (VD, VS, GE)","3001-  4000 francs","Plein temps (>= 90%)",9.2,22.5
"2010","Région lémanique (VD, VS, GE)","3001-  4000 francs","Temps partiel (< 90%)",15.5,17.1
"2010","Région lémanique (VD, VS, GE)","4001-  5000 francs","Plein temps (>= 90%)",21.9,21.6
"2010","Région lémanique (VD, VS, GE)","4001-  5000 francs","Temps partiel (< 90%)",9.8,10.4
"2010","Région lémanique (VD, VS, GE)","5001-  6000 francs","Plein temps (>= 90%)",20.9,16.4
"2010","Région lémanique (VD, VS, GE)","5001-  6000 francs","Temps partiel (< 90%)",5.1,5.7
"2010","Région lémanique (VD, VS, GE)","6001-  7000 francs","Plein temps (>= 90%)",13.0,11.0
"2010","Région lémanique (VD, VS, GE)","6001-  7000 francs","Temps partiel (< 90%)",2.8,2.9
"2010","Région lémanique (VD, VS, GE)","7001-  8000 francs","Plein temps (>= 90%)",8.5,7.9
"2010","Région lémanique (VD, VS, GE)","7001-  8000 francs","Temps partiel (< 90%)",1.4,1.3
"2010","Région lémanique (VD, VS, GE)","8001-  9000 francs","Plein temps (>= 90%)",5.8,4.6
"2010","Région lémanique (VD, VS, GE)","8001-  9000 francs","Temps partiel (< 90%)",0.8,0.6
"2010","Région lémanique (VD, VS, GE)","9001-10000 francs","Plein temps (>= 90%)",4.1,3.1
"2010","Région lémanique (VD, VS, GE)","9001-10000 francs","Temps partiel (< 90%)",0.5,0.3
"2010","Région lémanique (VD, VS, GE)","10001-11000 francs","Plein temps (>= 90%)",3.0,2.0
"2010","Région lémanique (VD, VS, GE)","10001-11000 francs","Temps partiel (< 90%)",0.4,0.2
"2010","Région lémanique (VD, VS, GE)","11001-12000 francs","Plein temps (>= 90%)",2.3,1.4
"2010","Région lémanique (VD, VS, GE)","11001-12000 francs","Temps partiel (< 90%)",X,0.2
"2010","Région lémanique (VD, VS, GE)","12001-13000 francs","Plein temps (>= 90%)",1.8,1.0
"2010","Région lémanique (VD, VS, GE)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","13001-14000 francs","Plein temps (>= 90%)",1.4,0.8
"2010","Région lémanique (VD, VS, GE)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","14001-15000 francs","Plein temps (>= 90%)",1.0,0.6
"2010","Région lémanique (VD, VS, GE)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","15001-16000 francs","Plein temps (>= 90%)",0.8,0.4
"2010","Région lémanique (VD, VS, GE)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","16001-17000 francs","Plein temps (>= 90%)",0.6,0.3
"2010","Région lémanique (VD, VS, GE)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","17001-18000 francs","Plein temps (>= 90%)",0.5,0.2
"2010","Région lémanique (VD, VS, GE)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","18001-19000 francs","Plein temps (>= 90%)",0.5,0.2
"2010","Région lémanique (VD, VS, GE)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","19001-20000 francs","Plein temps (>= 90%)",0.4,0.2
"2010","Région lémanique (VD, VS, GE)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2010","Région lémanique (VD, VS, GE)","20001+ francs","Plein temps (>= 90%)",2.9,1.1
"2010","Région lémanique (VD, VS, GE)","20001+ francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","0-  1000 francs","Temps partiel (< 90%)",19.9,19.7
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","1001-  2000 francs","Plein temps (>= 90%)",0.2,0.6
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","1001-  2000 francs","Temps partiel (< 90%)",16.2,21.4
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","2001-  3000 francs","Plein temps (>= 90%)",0.7,3.5
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","2001-  3000 francs","Temps partiel (< 90%)",15.6,23.3
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","3001-  4000 francs","Plein temps (>= 90%)",7.4,28.0
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","3001-  4000 francs","Temps partiel (< 90%)",15.1,17.3
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","4001-  5000 francs","Plein temps (>= 90%)",24.9,30.6
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","4001-  5000 francs","Temps partiel (< 90%)",12.4,9.9
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","5001-  6000 francs","Plein temps (>= 90%)",24.9,17.1
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","5001-  6000 francs","Temps partiel (< 90%)",8.1,4.8
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","6001-  7000 francs","Plein temps (>= 90%)",14.3,8.8
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","6001-  7000 francs","Temps partiel (< 90%)",5.0,2.0
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","7001-  8000 francs","Plein temps (>= 90%)",9.0,4.8
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","7001-  8000 francs","Temps partiel (< 90%)",3.4,0.8
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","8001-  9000 francs","Plein temps (>= 90%)",5.9,2.5
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","8001-  9000 francs","Temps partiel (< 90%)",2.2,0.4
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","9001-10000 francs","Plein temps (>= 90%)",4.2,1.6
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","9001-10000 francs","Temps partiel (< 90%)",1.0,0.2
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","10001-11000 francs","Plein temps (>= 90%)",2.8,0.9
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","10001-11000 francs","Temps partiel (< 90%)",0.5,0.1
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","11001-12000 francs","Plein temps (>= 90%)",1.8,0.5
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","11001-12000 francs","Temps partiel (< 90%)",0.3,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","12001-13000 francs","Plein temps (>= 90%)",1.1,0.3
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","13001-14000 francs","Plein temps (>= 90%)",0.7,0.2
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","14001-15000 francs","Plein temps (>= 90%)",0.5,0.1
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","15001-16000 francs","Plein temps (>= 90%)",0.4,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","16001-17000 francs","Plein temps (>= 90%)",0.2,0.1
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","17001-18000 francs","Plein temps (>= 90%)",0.2,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","17001-18000 francs","Temps partiel (< 90%)",*,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","18001-19000 francs","Temps partiel (< 90%)",*,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","20001+ francs","Plein temps (>= 90%)",0.5,0.1
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","20001+ francs","Temps partiel (< 90%)",*,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","0-  1000 francs","Temps partiel (< 90%)",22.7,20.6
"2010","Suisse du Nord-Ouest (BS, BL, AG)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.4
"2010","Suisse du Nord-Ouest (BS, BL, AG)","1001-  2000 francs","Temps partiel (< 90%)",17.6,21.0
"2010","Suisse du Nord-Ouest (BS, BL, AG)","2001-  3000 francs","Plein temps (>= 90%)",0.6,2.8
"2010","Suisse du Nord-Ouest (BS, BL, AG)","2001-  3000 francs","Temps partiel (< 90%)",15.0,22.1
"2010","Suisse du Nord-Ouest (BS, BL, AG)","3001-  4000 francs","Plein temps (>= 90%)",6.0,21.8
"2010","Suisse du Nord-Ouest (BS, BL, AG)","3001-  4000 francs","Temps partiel (< 90%)",14.6,16.3
"2010","Suisse du Nord-Ouest (BS, BL, AG)","4001-  5000 francs","Plein temps (>= 90%)",20.8,24.8
"2010","Suisse du Nord-Ouest (BS, BL, AG)","4001-  5000 francs","Temps partiel (< 90%)",11.5,10.2
"2010","Suisse du Nord-Ouest (BS, BL, AG)","5001-  6000 francs","Plein temps (>= 90%)",22.3,18.2
"2010","Suisse du Nord-Ouest (BS, BL, AG)","5001-  6000 francs","Temps partiel (< 90%)",7.5,5.5
"2010","Suisse du Nord-Ouest (BS, BL, AG)","6001-  7000 francs","Plein temps (>= 90%)",15.1,11.8
"2010","Suisse du Nord-Ouest (BS, BL, AG)","6001-  7000 francs","Temps partiel (< 90%)",4.9,2.3
"2010","Suisse du Nord-Ouest (BS, BL, AG)","7001-  8000 francs","Plein temps (>= 90%)",10.5,7.0
"2010","Suisse du Nord-Ouest (BS, BL, AG)","7001-  8000 francs","Temps partiel (< 90%)",2.4,0.9
"2010","Suisse du Nord-Ouest (BS, BL, AG)","8001-  9000 francs","Plein temps (>= 90%)",7.0,4.1
"2010","Suisse du Nord-Ouest (BS, BL, AG)","8001-  9000 francs","Temps partiel (< 90%)",1.4,0.5
"2010","Suisse du Nord-Ouest (BS, BL, AG)","9001-10000 francs","Plein temps (>= 90%)",4.7,2.5
"2010","Suisse du Nord-Ouest (BS, BL, AG)","9001-10000 francs","Temps partiel (< 90%)",0.8,0.3
"2010","Suisse du Nord-Ouest (BS, BL, AG)","10001-11000 francs","Plein temps (>= 90%)",3.3,1.8
"2010","Suisse du Nord-Ouest (BS, BL, AG)","10001-11000 francs","Temps partiel (< 90%)",0.5,0.1
"2010","Suisse du Nord-Ouest (BS, BL, AG)","11001-12000 francs","Plein temps (>= 90%)",2.3,1.2
"2010","Suisse du Nord-Ouest (BS, BL, AG)","11001-12000 francs","Temps partiel (< 90%)",X,0.1
"2010","Suisse du Nord-Ouest (BS, BL, AG)","12001-13000 francs","Plein temps (>= 90%)",1.6,0.9
"2010","Suisse du Nord-Ouest (BS, BL, AG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","13001-14000 francs","Plein temps (>= 90%)",1.3,0.7
"2010","Suisse du Nord-Ouest (BS, BL, AG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","14001-15000 francs","Plein temps (>= 90%)",0.9,0.5
"2010","Suisse du Nord-Ouest (BS, BL, AG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","15001-16000 francs","Plein temps (>= 90%)",0.7,0.4
"2010","Suisse du Nord-Ouest (BS, BL, AG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","16001-17000 francs","Plein temps (>= 90%)",0.5,0.3
"2010","Suisse du Nord-Ouest (BS, BL, AG)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","17001-18000 francs","Plein temps (>= 90%)",0.4,0.2
"2010","Suisse du Nord-Ouest (BS, BL, AG)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","18001-19000 francs","Plein temps (>= 90%)",0.3,0.2
"2010","Suisse du Nord-Ouest (BS, BL, AG)","18001-19000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","19001-20000 francs","Plein temps (>= 90%)",0.2,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","19001-20000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse du Nord-Ouest (BS, BL, AG)","20001+ francs","Plein temps (>= 90%)",1.2,0.4
"2010","Suisse du Nord-Ouest (BS, BL, AG)","20001+ francs","Temps partiel (< 90%)",X,X
